#sample	Num_CNVs	Num_Auto_Del	Num_Auto_Dup	Num_ChrX_Del	Num_ChrX_Dup	Len_CNVs	Len_Auto_Del	Len_Auto_Dup	Len_ChrX_Del	Len_ChrX_Dup	Chrm_aberration
MAXES_g_Plate_No__12_GenomeWideSNP_6_D09_49084	6	1	2	3	0	385207	32257	91769	261181	0	
DROPS_p_Sweden_Affy_Wave4_P13_GenomeWideSNP_6_D12_514368	6	3	3	0	0	360037	163040	196997	0	0	
a520532_00_795340_053110_4071892_75290	5	1	4	0	0	130844	55365	75479	0	0	
11C_H10_BPDConsortium_110508	3	2	1	0	0	134252	122320	11932	0	0	
rh5013_GenomeWideSNP_6	3	2	1	0	0	66451	48648	17803	0	0	
NG_75049_BLEBS_g_Plate_12_aff_GenomeWideSNP_6_C09_81956	5	3	1	0	1	162818	94797	32285	0	35736	
FAIRS_p_Dublin_SCZ_Grp3_AffyP13_GenomeWideSNP_6_E08_162748	5	4	0	1	0	1385617	1286820	0	98797	0	
ELUDE_g_Plate_15_GenomeWideSNP_6_F05_60166	8	3	5	0	0	296238	90171	206067	0	0	
AHEAD_p_Cardiff_Grp4_Affy_P13_GenomeWideSNP_6_G01_170798	5	3	2	0	0	403513	199740	203773	0	0	
41267_MBIRA_g_Plate_No__23_GenomeWideSNP_6_D06_50980	3	2	1	0	0	121579	58415	63164	0	0	
REPRO_g_Plate_11_GenomeWideSNP_6_D04_57766	5	4	1	0	0	188503	138391	50112	0	0	
MASSE_p_Sweden_Affy_Wave4_P34_GenomeWideSNP_6_A05_522328	3	2	1	0	0	102340	28994	73346	0	0	
TYING_p_Sweden_Affy_Wave4_P9_GenomeWideSNP_6_C06_513572	3	2	1	0	0	83165	64470	18695	0	0	
LYSIS_p_Sweden_Affy_Wave4_P28_GenomeWideSNP_6_G09_521336	1	0	1	0	0	20933	0	20933	0	0	
NG_19995_MIRED_g_Plate_9_aff_GenomeWideSNP_6_A05_85570	4	4	0	0	0	203651	203651	0	0	0	
CHIME_p_Cardiff_Grp4_Affy_P10_GenomeWideSNP_6_H12_169930	6	1	5	0	0	581755	35750	546005	0	0	
STORE_p_Sweden_Affy_Wave4_P4_GenomeWideSNP_6_H01_510324	2	2	0	0	0	52571	52571	0	0	0	
63300_OVULE_g_Plate_No__39_GenomeWideSNP_6_C11_51442	3	2	1	0	0	258467	117021	141446	0	0	
IDOLS_g_Plate_19_GenomeWideSNP_6_E09_60534	7	2	5	0	0	416775	245606	171169	0	0	
a520532_00_778554_022010_4068282_89980	3	3	0	0	0	112124	112124	0	0	0	
580	3	3	0	0	0	48928	48928	0	0	0	
NG_84002_SPELT_g_Gejman_redo_2_GenomeWideSNP_6_D09_91284	3	1	2	0	0	186867	16169	170698	0	0	
89381_LOINS_g_Plate_No__35_GenomeWideSNP_6_G01_52660	3	1	1	1	0	605439	66381	398388	140670	0	
BRAWS_p_SwedSCZ_Batch1_Affy_1_GenomeWideSNP_6_G01_354082	2	1	0	1	0	189216	28786	0	160430	0	
a520532_00_783036_072009_4059636_70999	2	0	2	0	0	228305	0	228305	0	0	
IDOLS_g_Plate_19_GenomeWideSNP_6_B02_60448	13	8	3	1	1	820917	175179	528906	10779	106053	
STOUR_p_Sweden_Affy_Wave4_P25_GenomeWideSNP_6_B03_520716	7	4	3	0	0	823083	757541	65542	0	0	
BOTCH_p_Cardiff_Grp4_Affy_P3_GenomeWideSNP_6_C12_169728	2	2	0	0	0	103925	103925	0	0	0	
HARTS_p_Dublin_SCZ_Grp3_AffyP3_GenomeWideSNP_6_E09_162572	2	1	1	0	0	297862	65459	232403	0	0	
CLICK_g_Plate_20_GenomeWideSNP_6_G03_59802	7	2	3	1	1	428606	127442	273927	16160	11077	
THYME_g_Plate_No__18_GenomeWideSNP_6_C01_47034	2	0	2	0	0	329532	0	329532	0	0	
a520532_00_794968_012010_4067643_28222	3	3	0	0	0	100002	100002	0	0	0	
PEELS_g_Plate_No__4_GenomeWideSNP_6_D03_53660	4	3	1	0	0	397141	379338	17803	0	0	
93221_INNED_g_Plate_No__6_GenomeWideSNP_6_F09_52210	5	3	2	0	0	526154	350624	175530	0	0	
AHEAD_p_Cardiff_Grp4_Affy_P13_GenomeWideSNP_6_G12_170974	3	3	0	0	0	56095	56095	0	0	0	
40246_OVULE_g_Plate_No__39_GenomeWideSNP_6_C01_51282	5	4	1	0	0	164921	137979	26942	0	0	
a520532_00_796709_022010_4069417_79486	3	2	1	0	0	132858	103680	29178	0	0	
HONES_p_Dublin_SCZ_Grp3_AffyP15_GenomeWideSNP_6_A12_163424	2	1	1	0	0	147569	14304	133265	0	0	
BENCH_g_Plate_No__26_GenomeWideSNP_6_A10_49886	5	2	1	1	1	394577	312541	18277	21064	42695	
a520532_00_791449_092009_4061268_13949	3	1	2	0	0	177025	36510	140515	0	0	
RIYAL_g_Plate_No__19_GenomeWideSNP_6_C07_46746	5	2	3	0	0	806096	98722	707374	0	0	
APACE_p_Cardiff_Grp4_Affy_P11_GenomeWideSNP_6_D06_171064	3	1	2	0	0	1238831	120754	1118077	0	0	
COCOS_g_Plate_23_GenomeWideSNP_6_F12_60910	3	3	0	0	0	48996	48996	0	0	0	
LIVED_g_GejKel_redo_plate3_GenomeWideSNP_6_A02_75998	8	5	3	0	0	297760	114440	183320	0	0	
70220_EMEUS_g_Plate_No__24_GenomeWideSNP_6_E05_50390	2	1	1	0	0	95040	74753	20287	0	0	
16901_PINES_g_Plate_No__43_GenomeWideSNP_6_E11_55382	4	2	0	2	0	118253	64844	0	53409	0	
DROOP_g_Plate_27_GenomeWideSNP_6_C08_63336	8	7	1	0	0	328757	286112	42645	0	0	
WEAVE_g_Plate_8_GenomeWideSNP_6_B05_58354	5	4	1	0	0	405908	268208	137700	0	0	
a520532_00_778540_022010_4068282_85252	7	7	0	0	0	529091	529091	0	0	0	
a520532_00_791449_092009_4061268_13945	1	1	0	0	0	264893	264893	0	0	0	
37336_OVULE_g_Plate_No__39_GenomeWideSNP_6_B11_51440	3	1	2	0	0	55289	17594	37695	0	0	
TOWNY_32779_TOWNY_g_Plate_No__21_GenomeWideSNP_6_D02_47628	6	3	3	0	0	360412	246764	113648	0	0	
15C_H01_BPDConsortium_100808	2	1	1	0	0	41644	15484	26160	0	0	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_H02_160926	6	4	2	0	0	404353	236703	167650	0	0	
VULGO_g_Plate_No__22_GenomeWideSNP_6_A01_47414	1	0	1	0	0	427930	0	427930	0	0	
HOLDS_p_Dublin_SCZ_Grp3_AffyP7_GenomeWideSNP_6_D09_164734	4	1	2	1	0	263272	18228	231710	13334	0	
56081_QUINT_g_Plate_No__37_GenomeWideSNP_6_C02_61970	5	3	2	0	0	797903	579350	218553	0	0	
CRAIG_BPDConsortium_082008_7C_G10	4	2	1	0	1	184981	67101	11761	0	106119	
a520532_00_782638_033110_4069995_82077	4	3	1	0	0	215836	190539	25297	0	0	
CORSE_g_Plate_No__16_GenomeWideSNP_6_E04_46318	5	3	2	0	0	10779376	10735570	43806	0	0	
a520532_00_795202_022010_4068284_99826	4	1	3	0	0	1493411	27017	1466394	0	0	
NG_41828_TONIC_g_Plate_14_aff_GenomeWideSNP_6_A09_81760	5	4	1	0	0	474618	451541	23077	0	0	
1517BPR1035_20100915_GWS6	7	4	2	1	0	362075	195094	60583	106398	0	
a520532_00_792946_122009_4067260_73173	5	1	4	0	0	499368	25924	473444	0	0	
a520532_00_792946_122009_4067260_73174	7	4	2	0	1	1237683	607391	521625	0	108667	
MAYOR_p_Dublin_SCZ_Grp3_AffyP9_GenomeWideSNP_6_G11_184538	4	2	2	0	0	648080	197970	450110	0	0	
MACED_p_Sweden_Affy_Wave4_P22_GenomeWideSNP_6_G04_519596	4	1	1	2	0	70594	23365	17133	30096	0	
JIBED_p_Sweden_Affy_Wave4_P23_GenomeWideSNP_6_E01_519846	4	1	2	0	1	165883	25884	84112	0	55887	
GAZAR_p_Sweden_Affy_Wave4_P6_GenomeWideSNP_6_D04_512908	5	3	2	0	0	222300	184144	38156	0	0	
CRAVE_g_Plate_No__25_GenomeWideSNP_6_A06_50206	6	3	3	0	0	278851	86857	191994	0	0	
IMAGE_g_Plate_No__11_GenomeWideSNP_6_C03_48602	4	1	1	1	1	615766	113917	80895	21618	399336	
WARKS_p_Sweden_Affy_Wave4_P10_GenomeWideSNP_6_E04_513404	5	4	1	0	0	351993	307308	44685	0	0	
a520532_00_791326_072009_4059643_05501	4	2	1	0	1	508965	168375	10159	0	330431	
a520532_00_791326_072009_4059643_05506	6	4	2	0	0	549818	329713	220105	0	0	
AVERS_g_Plate_6_GenomeWideSNP_6_C11_56374	4	2	2	0	0	216268	48137	168131	0	0	
NG_60655_LINKS_g_Plate_24_aff_GenomeWideSNP_6_E09_84274	7	3	4	0	0	244990	138879	106111	0	0	
HOLED_p_ED_Grp3_SCZ_Affy_P5_GenomeWideSNP_6_F04_180278	5	2	3	0	0	968923	43436	925487	0	0	
a520532_00_797263_033110_4070005_17054	4	0	4	0	0	122720	0	122720	0	0	
SCHWA_g_Plate_No__3_GenomeWideSNP_6_H10_54164	3	2	1	0	0	93753	44137	49616	0	0	
a520532_00_797263_033110_4070005_17053	2	2	0	0	0	59673	59673	0	0	0	
75764_PEASE_g_Plate_No__38_GenomeWideSNP_6_H10_51628	7	2	3	0	2	472429	37858	399045	0	35526	
GW6_080209K_SS782_134460	4	1	3	0	0	428462	15553	412909	0	0	
TUMOR_p_Cardiff_Trios_AffyP1_GenomeWideSNP_6_B05_500450	6	6	0	0	0	138272	138272	0	0	0	
MALTS_g_Plate_No__5_GenomeWideSNP_6_C11_61604	3	3	0	0	0	569232	569232	0	0	0	
31848_BIDES_g_Plate_No__32_GenomeWideSNP_6_H11_52054	8	3	4	0	1	1242633	54547	1079335	0	108751	
a520532_00_778478_022010_4067651_79832	4	3	1	0	0	384026	358715	25311	0	0	
18C_D03_BPDConsortium_103008	1	1	0	0	0	40996	40996	0	0	0	
a520532_00_778478_022010_4067651_79838	5	1	4	0	0	147649	15598	132051	0	0	
NG_50172_LURES_g_Plate_03_aff_GenomeWideSNP_6_B12_82588	3	1	2	0	0	100304	71923	28381	0	0	
INERT_80817_INERT_g_Plate_No__29_GenomeWideSNP_6_F08_50632	8	2	3	2	1	826275	211314	564269	26447	24245	
81065_PEASE_g_Plate_No__38_GenomeWideSNP_6_A09_51598	4	1	1	1	1	456866	294405	21641	30487	110333	
1517BPR0577_20100921_GWS6	2	2	0	0	0	186492	186492	0	0	0	
EMEUS_32463_EMEUS_g_Plate_No__24_GenomeWideSNP_6_A07_50414	5	3	2	0	0	269202	143395	125807	0	0	
6C_F05_BPDConsortium_092208	5	3	1	1	0	268138	226099	26165	15874	0	
a520532_00_794341_022010_4067651_77023	1	1	0	0	0	161799	161799	0	0	0	
CHIME_p_Cardiff_Grp4_Affy_P10_GenomeWideSNP_6_E10_169892	3	2	1	0	0	217854	148884	68970	0	0	
CLAVE_g_Plate_16_GenomeWideSNP_6_F08_59596	4	1	3	0	0	18988431	48065	18940366	0	0	
INGLE_g_Plate_No__27_GenomeWideSNP_6_B04_50752	5	2	3	0	0	357897	93430	264467	0	0	
u050	3	1	2	0	0	175036	116661	58375	0	0	
METHS_p_Dublin_SCZ_Grp3_AffyP10_GenomeWideSNP_6_F08_163754	1	0	0	1	0	44338	0	0	44338	0	
U848	11	1	9	0	1	311630	44536	160975	0	106119	
19C_A06_BPDConsortium_110408	5	2	3	0	0	1002617	51855	950762	0	0	
NG_71641_SPELT_g_Gejman_redo_2_GenomeWideSNP_6_D06_91278	6	2	3	0	1	322893	165852	128485	0	28556	
SCUTA_p_Dublin_SCZ_Grp3_AffyP1_GenomeWideSNP_6_D07_161382	2	2	0	0	0	249645	249645	0	0	0	
RIYAL_g_Plate_No__19_GenomeWideSNP_6_H06_46740	2	2	0	0	0	34121	34121	0	0	0	
6C_D03_BPDConsortium_092208	6	1	4	1	0	579774	29630	467850	82294	0	
FELID_p_Cardiff_Trios_AffyP4_GenomeWideSNP_6_A09_501072	3	1	2	0	0	248196	64304	183892	0	0	
JIBED_p_Sweden_Affy_Wave4_P23_GenomeWideSNP_6_G12_519890	5	1	4	0	0	238192	63535	174657	0	0	
STAYS_28913_STAYS_g_Plate_No__1_GenomeWideSNP_6_E04_54254	4	4	0	0	0	245906	245906	0	0	0	
AEDES_p_Sweden_Affy_Wave4_P21_GenomeWideSNP_6_A10_519658	3	3	0	0	0	130823	130823	0	0	0	
a520532_00_797257_033110_4070005_16687	9	1	8	0	0	231967	76308	155659	0	0	
27974_OVULE_g_Plate_No__39_GenomeWideSNP_6_D08_51396	9	4	5	0	0	519894	214457	305437	0	0	
MIXER_p_SwedSCZ_Batch1_Affy_16_GenomeWideSNP_6_F01_362122	6	2	4	0	0	155803	43335	112468	0	0	
NG_74801_MOPES_g_Plate_29_GenomeWideSNP_6_H05_93890	49	3	2	44	0	4388548	2194251	86850	2107447	0	
NG_18886_PISTE_g_Plate_34_GenomeWideSNP_6_B12_95296	4	3	1	0	0	306996	258989	48007	0	0	
DUNKS_p_Sweden_Affy_Wave4_P1_GenomeWideSNP_6_D03_509904	3	3	0	0	0	72512	72512	0	0	0	
FAIRS_p_Dublin_SCZ_Grp3_AffyP13_GenomeWideSNP_6_H08_162754	6	4	2	0	0	299453	131587	167866	0	0	
EXONS_p_ED_Grp3_SCZ_Affy_P7_GenomeWideSNP_6_H09_178344	1	0	1	0	0	329437	0	329437	0	0	
NG_58209_BLEBS_g_Plate_12_aff_GenomeWideSNP_6_G06_81916	2	2	0	0	0	161015	161015	0	0	0	
AVERS_g_Plate_6_GenomeWideSNP_6_E10_56362	6	2	3	1	0	169099	49998	38392	80709	0	
NG_18490_PINON_g_Plate_32_plus_redos_GenomeWideSNP_6_A02_93908	239	0	238	1	0	26022223	0	25998207	24016	0	
NG_83282_LINKS_g_Plate_24_aff_GenomeWideSNP_6_G05_84214	4	2	2	0	0	427525	390832	36693	0	0	
DISCO_p_Sweden_Affy_Wave4_P31_GenomeWideSNP_6_F12_521834	4	0	4	0	0	273522	0	273522	0	0	
CREEK_p_Sweden_Affy_Wave4_P27_GenomeWideSNP_6_C08_521098	3	1	2	0	0	51150	12174	38976	0	0	
DUDES_p_Sweden_Affy_Wave4_P18_GenomeWideSNP_6_D01_515478	4	2	2	0	0	433900	284036	149864	0	0	
GUANS_p_ED_Grp3_SCZ_Affy_P8_GenomeWideSNP_6_F11_161066	3	1	1	0	1	140756	106393	22482	0	11881	
20857_SKALD_g_Plate_No__33_GenomeWideSNP_6_A02_52856	2	1	1	0	0	26365	10319	16046	0	0	
BRAWS_p_SwedSCZ_Batch1_Affy_1_GenomeWideSNP_6_B02_353964	1	0	1	0	0	327179	0	327179	0	0	
54628_dup_SKALD_g_Plate_No__33_GenomeWideSNP_6_H12_53030	3	1	2	0	0	134257	13959	120298	0	0	
6C_A12_BPDConsortium_092208	7	3	4	0	0	459628	238125	221503	0	0	
LYSIS_p_Sweden_Affy_Wave4_P28_GenomeWideSNP_6_C03_521164	2	2	0	0	0	124915	124915	0	0	0	
HOLDS_p_Dublin_SCZ_Grp3_AffyP7_GenomeWideSNP_6_H02_164630	4	2	2	0	0	165166	55212	109954	0	0	
a520532_00_784821_033110_4069993_73771	14	10	2	1	1	698785	498652	59623	31759	108751	
OP8166_GENOMEWIDE_6	3	1	2	0	0	311573	14314	297259	0	0	
31047_LOINS_g_Plate_No__35_GenomeWideSNP_6_D06_52734	5	1	4	0	0	541531	63904	477627	0	0	
FREES_p_Sweden_Affy_Wave4_P3_GenomeWideSNP_6_F04_510300	8	5	2	0	1	379682	122581	164969	0	92132	
STORE_p_Sweden_Affy_Wave4_P4_GenomeWideSNP_6_G10_510420	4	3	1	0	0	216701	159464	57237	0	0	
FURLS_g_Plate_21_GenomeWideSNP_6_B09_60270	9	2	4	2	1	391348	102337	123897	26939	138175	
CRIES_p_Cardiff_Trios_AffyP11_GenomeWideSNP_6_H02_505254	4	4	0	0	0	229724	229724	0	0	0	
LIANE_p_Cardiff_Grp4_Affy_P6_GenomeWideSNP_6_H08_170250	5	1	3	0	1	833474	232049	289917	0	311508	
a520532_00_798549_043010_4071875_03283	3	3	0	0	0	76274	76274	0	0	0	
VENAL_p_Sweden_Affy_Wave4_P33_GenomeWideSNP_6_F11_522226	10	4	5	1	0	469775	99746	341345	28684	0	
k5268	6	1	4	0	1	458354	38392	313340	0	106622	
1359	2	1	0	1	0	104067	27647	0	76420	0	
1352	4	3	1	0	0	333450	281971	51479	0	0	
1351	122	120	2	0	0	8535900	7818428	717472	0	0	
1350	9	5	4	0	0	1587465	145293	1442172	0	0	
CRAIG_BPDConsortium_082008_7C_D7	3	1	2	0	0	69011	20165	48846	0	0	
1355	4	2	2	0	0	321559	143748	177811	0	0	
1354	7	3	4	0	0	151256	68734	82522	0	0	
MULLS_p_Sweden_Affy_Wave4_P11_GenomeWideSNP_6_D07_513732	4	2	1	0	1	365825	166281	90877	0	108667	
METHS_p_Dublin_SCZ_Grp3_AffyP10_GenomeWideSNP_6_G12_163820	6	3	2	0	1	544055	45648	455712	0	42695	
FIRES_g_Plate_14_GenomeWideSNP_6_D07_57238	4	4	0	0	0	206789	206789	0	0	0	
83072_WROTE_g_Plate_No__36_GenomeWideSNP_6_D03_53070	3	2	1	0	0	128201	51726	76475	0	0	
MOTHY_p_Dublin_SCZ_Grp3_AffyP5_GenomeWideSNP_6_B05_164858	2	0	2	0	0	595034	0	595034	0	0	
k5350	7	5	1	0	1	567989	108438	193346	0	266205	
HONES_p_Dublin_SCZ_Grp3_AffyP15_GenomeWideSNP_6_F03_163290	6	5	1	0	0	592693	579572	13121	0	0	
TYING_p_Sweden_Affy_Wave4_P9_GenomeWideSNP_6_E04_513548	5	1	4	0	0	838975	627347	211628	0	0	
SOAPY_p_ED_Grp3_SCZ_Affy_P3_GenomeWideSNP_6_G06_161564	3	0	3	0	0	78744	0	78744	0	0	
CORSE_g_Plate_No__16_GenomeWideSNP_6_A01_46262	3	1	1	1	0	246890	123858	109508	13524	0	
a520532_00_785348_033110_4069997_91971	4	1	3	0	0	243094	204257	38837	0	0	
MOTHY_p_Dublin_SCZ_Grp3_AffyP5_GenomeWideSNP_6_C03_164828	3	1	2	0	0	608844	156308	452536	0	0	
1517BPR1201_20101208_GWS6	11	2	8	0	1	354730	127698	199356	0	27676	
AVERS_g_Plate_6_GenomeWideSNP_6_G01_56222	5	0	3	1	1	229549	0	112717	10779	106053	
CRAIG_BPDConsortium_082008_7C_D9	4	2	1	1	0	197095	104258	80035	12802	0	
ROANS_p_Grp3_Redos_Plate1_GenomeWideSNP_6_A08_184670	9	1	8	0	0	170028	14773	155255	0	0	
FACET_p_Cardiff_Grp4_Affy_P12_GenomeWideSNP_6_E10_171322	2	1	1	0	0	33199	16187	17012	0	0	
RAJAH_p_SwedSCZ_Batch1_Affy_11_GenomeWideSNP_6_G07_362350	4	2	2	0	0	182216	73273	108943	0	0	
CECAL_p_Sweden_Affy_Wave4_P14_GenomeWideSNP_6_A02_514570	2	1	1	0	0	368289	11722	356567	0	0	
EUROS_p_Sweden_Affy_Wave4_P29_GenomeWideSNP_6_B07_521464	5	3	2	0	0	114650	82330	32320	0	0	
20C_H12_BPDConsortium_111008	4	1	2	0	1	255333	57810	88772	0	108751	
a520532_00_800348_053110_4074379_06053	3	1	1	0	1	131703	37381	18994	0	75328	
9C_F01_BPDConsortium_091108	44	2	1	41	0	1762660	89502	187085	1486073	0	
NG_81494_ABUTS_g_Plate_18_aff_GenomeWideSNP_6_B04_82652	2	1	0	1	0	174808	12201	0	162607	0	
32397_OVULE_g_Plate_No__39_GenomeWideSNP_6_F04_51336	5	1	2	0	2	307846	126787	128884	0	52175	
STOLE_p_Sweden_Affy_Wave4_P35_GenomeWideSNP_6_H03_522636	3	2	1	0	0	233643	122271	111372	0	0	
17C_D05_BPDConsortium_102108	5	1	4	0	0	328210	12614	315596	0	0	
LYRIC_g_Plate_10_GenomeWideSNP_6_D05_57590	7	3	4	0	0	392172	253799	138373	0	0	
MAXES_83249_MAXES_g_Plate_No__12_GenomeWideSNP_6_E04_49006	3	3	0	0	0	56272	56272	0	0	0	
RIGOR_p_ED_Grp3_SCZ_Affy_P2_GenomeWideSNP_6_A03_161120	2	1	1	0	0	84070	16921	67149	0	0	
WEAVE_g_Plate_8_GenomeWideSNP_6_D06_58374	5	3	1	1	0	115321	51798	47363	16160	0	
DUNKS_p_Sweden_Affy_Wave4_P1_GenomeWideSNP_6_F07_509800	4	3	1	0	0	124458	69662	54796	0	0	
VENAL_p_Sweden_Affy_Wave4_P33_GenomeWideSNP_6_D08_522128	6	3	2	0	1	612630	47859	174316	0	390455	
1517BPR0198_20100915_GWS6	19	18	0	1	0	1962089	1938640	0	23449	0	
a520532_00_778876_022010_4068284_97578	4	3	1	0	0	173772	142750	31022	0	0	
9C_B12_BPDConsortium_091108	7	5	2	0	0	316308	277032	39276	0	0	
NG_91885_KHANS_g_Plate_22_aff_GenomeWideSNP_6_F01_83956	6	2	4	0	0	1037623	112337	925286	0	0	
GW6_012210K_SS929_142339	5	5	0	0	0	128172	128172	0	0	0	
SAPID_23399_SAPID_g_Plate_No__9_GenomeWideSNP_6_H11_49316	4	2	2	0	0	288292	77710	210582	0	0	
NG_22759_COTED_g_Plate_02_aff_GenomeWideSNP_6_H04_82088	7	4	1	1	1	562014	494579	17823	28964	20648	
a520532_00_795039_012010_4067643_32748	4	1	3	0	0	1227889	431127	796762	0	0	
NG_97956_NAMES_g_Plate_7_aff_GenomeWideSNP_6_A09_85826	4	1	3	0	0	641153	27812	613341	0	0	
SEELY_g_GejKel_redo_plate2_GenomeWideSNP_6_D05_65748	3	1	2	0	0	155988	21867	134121	0	0	
ST3229_GenomeWideSNP_6	6	2	4	0	0	1086475	776942	309533	0	0	
NG_85523_ISTLE_g_Plate_10_aff_GenomeWideSNP_6_H01_83768	4	3	1	0	0	102838	86291	16547	0	0	
TAXED_p_Sweden_Affy_Wave4_P2_GenomeWideSNP_6_D09_509946	4	4	0	0	0	171252	171252	0	0	0	
NG_97623_SPOIL_g_Plate_16_GenomeWideSNP_6_G09_81004	1	0	1	0	0	1281940	0	1281940	0	0	
ROANS_p_Grp3_Redos_Plate1_GenomeWideSNP_6_B08_184672	9	6	2	0	1	230337	134377	41275	0	54685	
KRAAL_g_Plate_No__14_GenomeWideSNP_6_D04_48812	2	1	1	0	0	499759	133827	365932	0	0	
a520532_00_796675_022010_4069417_80081	5	3	2	0	0	181675	80798	100877	0	0	
NG_32012_DOGMA_g_PLATE_1_GenomeWideSNP_6_A06_80560	2	1	1	0	0	39352	22711	16641	0	0	
26376_LOINS_g_Plate_No__35_GenomeWideSNP_6_A11_52808	1	0	1	0	0	34967	0	34967	0	0	
MULLS_p_Sweden_Affy_Wave4_P11_GenomeWideSNP_6_F02_513834	5	4	1	0	0	195172	184150	11022	0	0	
20C_C09_R2A11_BPDConsortium_011409	1	1	0	0	0	30687	30687	0	0	0	
DROVE_g_Plate_18_GenomeWideSNP_6_G10_60008	5	2	3	0	0	319424	135490	183934	0	0	
DHOTI_p_Cardiff_Grp4_Affy_P9_GenomeWideSNP_6_G02_185426	7	4	2	0	1	208925	125931	57049	0	25945	
NG_50337_COTED_g_Plate_02_aff_GenomeWideSNP_6_G01_82038	2	0	2	0	0	214301	0	214301	0	0	
TWAES_20808_TWAES_g_Plate_No__8_GenomeWideSNP_6_C02_62162	3	1	2	0	0	3057495	48676	3008819	0	0	
INNED_g_Plate_No__6_GenomeWideSNP_6_E09_52208	6	2	3	0	1	2026078	1757726	75604	0	192748	
CRAVE_g_Plate_No__25_GenomeWideSNP_6_B07_50224	2	1	1	0	0	158847	104093	54754	0	0	
HARTS_p_Dublin_SCZ_Grp3_AffyP3_GenomeWideSNP_6_A10_162580	4	1	3	0	0	19095422	18016	19077406	0	0	
8C_A07_RC12_BPDConsortium_011409	3	2	1	0	0	419799	365003	54796	0	0	
4C_C05_BPDConsortium_091008	170	2	0	168	0	14491978	113483	0	14378495	0	
NG_92528_NAMES_g_Plate_7_aff_GenomeWideSNP_6_H09_85840	5	2	3	0	0	319696	28670	291026	0	0	
1517BPR0937_20101208_GWS6	14	5	4	5	0	1352806	110807	1134506	107493	0	
NG_76831_KIRNS_g_Plate_25_aff_GenomeWideSNP_6_E06_85402	3	2	1	0	0	115552	54098	61454	0	0	
a520532_00_782238_072009_4059636_71672	6	5	1	0	0	237925	222143	15782	0	0	
BENCH_44414_BENCH_g_Plate_No__26_GenomeWideSNP_6_G06_49834	3	2	0	0	1	502703	75259	0	0	427444	
VAGAL_p_ED_Grp3_SCZ_Affy_P6_GenomeWideSNP_6_E04_161720	5	1	4	0	0	304881	14047	290834	0	0	
a520532_00_796049_022010_4069408_45044	5	3	2	0	0	165324	129324	36000	0	0	
053_1	1	0	1	0	0	29753	0	29753	0	0	
50480_BIDES_g_Plate_No__32_GenomeWideSNP_6_G12_52068	4	1	0	0	3	426104	15458	0	0	410646	
1517BPR0295_20100920_GWS6	18	16	1	1	0	1107890	1016414	46098	45378	0	
PEELS_g_Plate_No__4_GenomeWideSNP_6_B05_53688	4	2	1	0	1	537781	59619	34307	0	443855	
1517BPR1203_20101208_GWS6	3	2	1	0	0	133002	117998	15004	0	0	
DROOP_g_Plate_27_GenomeWideSNP_6_A06_63284	13	8	5	0	0	515475	292744	222731	0	0	
FILES_p_SwedSCZ_Batch1_Affy_4_GenomeWideSNP_6_H03_354494	4	2	2	0	0	311347	195099	116248	0	0	
20111017_13_GenomeWideSNP_6	1	1	0	0	0	14428	14428	0	0	0	
a520532_00_794978_012010_4067643_29111	7	2	5	0	0	339756	33951	305805	0	0	
ADYTA_g_Plate_22_GenomeWideSNP_6_E10_59192	11	5	5	1	0	401432	169428	215844	16160	0	
a520532_00_798508_033110_4070010_99982	4	1	3	0	0	269324	210309	59015	0	0	
FRAGS_p_Sweden_Affy_Wave4_P19_GenomeWideSNP_6_G06_519204	3	2	1	0	0	265101	50792	214309	0	0	
a520532_00_796414_022010_4069417_98935	3	0	3	0	0	117420	0	117420	0	0	
a520532_00_784733_033110_4069993_78408	23	23	0	0	0	1935084	1935084	0	0	0	
58203_BLOOD_g_Plate_No__28_GenomeWideSNP_6_C11_50098	5	2	3	0	0	134625	68917	65708	0	0	
14C_F07_BPDConsortium_092508	2	1	1	0	0	1060386	133394	926992	0	0	
SEELY_g_GejKel_redo_plate2_GenomeWideSNP_6_G02_65814	3	0	2	0	1	208692	0	109441	0	99251	
HARTS_p_Dublin_SCZ_Grp3_AffyP3_GenomeWideSNP_6_A08_162548	2	2	0	0	0	772821	772821	0	0	0	
19455_CORSE_g_Plate_No__16_GenomeWideSNP_6_D02_46284	2	0	2	0	0	55358	0	55358	0	0	
a520532_00_798556_043010_4071875_04042	1	0	0	1	0	11957	0	0	11957	0	
a520532_00_798556_043010_4071875_04040	5	2	2	0	1	941365	41916	319524	0	579925	
a520532_00_798556_043010_4071875_04044	1	1	0	0	0	46833	46833	0	0	0	
VULGO_g_Plate_No__22_GenomeWideSNP_6_B11_47576	2	1	1	0	0	34779	15547	19232	0	0	
k5654_1_GenomeWideSNP_6	8	4	4	0	0	182635	104802	77833	0	0	
TWAES_g_Plate_No__8_GenomeWideSNP_6_A06_62122	7	3	4	0	0	217737	126817	90920	0	0	
BLOOD_g_Plate_No__28_GenomeWideSNP_6_A11_50094	2	1	0	0	1	148271	32885	0	0	115386	
a520532_00_781248_072009_4059635_69822	5	3	1	1	0	140733	102888	22426	15419	0	
21C_F11_BPDConsortium_112008	4	3	1	0	0	119523	84198	35325	0	0	
